source,file,indicator_code,indicator_name,unit,data_format,notes
WDI,WDICSV.csv,GC.DOD.TOTL.GD.ZS,GC.DOD.TOTL.GD.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,NY.GDP.MKTP.CN,NY.GDP.MKTP.CN,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,NE.CON.PRVT.KN,NE.CON.PRVT.KN,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,GC.XPN.INTP.CN,GC.XPN.INTP.CN,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SP.DYN.AMRT.MA,SP.DYN.AMRT.MA,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,DT.NFL.IFAD.CD,DT.NFL.IFAD.CD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,PA.NUS.FCRF,PA.NUS.FCRF,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SL.EMP.SELF.ZS,SL.EMP.SELF.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SL.UEM.INTM.MA.ZS,SL.UEM.INTM.MA.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SG.VAW.BURN.ZS,SG.VAW.BURN.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,per_sa_allsa.adq_pop_tot,per_sa_allsa.adq_pop_tot,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,NV.AGR.TOTL.CD,NV.AGR.TOTL.CD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,IC.BRE.BI.P3,IC.BRE.BI.P3,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SE.SEC.CUAT.UP.ZS,SE.SEC.CUAT.UP.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,NE.EXP.GNFS.ZS,NE.EXP.GNFS.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,NE.CON.GOVT.KN,NE.CON.GOVT.KN,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,IT.NET.USER.MA.ZS,IT.NET.USER.MA.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,BM.GSR.INSF.ZS,BM.GSR.INSF.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SH_UHC_FH40_FURTHER,SH_UHC_FH40_FURTHER,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SH.HIV.INCD.YG,SH.HIV.INCD.YG,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,IC.BRE.P1.RF,IC.BRE.P1.RF,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,NY.GDP.PCAP.CN,NY.GDP.PCAP.CN,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,NY.GDS.TOTL.CN,NY.GDS.TOTL.CN,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,TX.VAL.MRCH.WL.CD,TX.VAL.MRCH.WL.CD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SP.DYN.AMRT.FE,SP.DYN.AMRT.FE,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,DC.DAC.NORL.CD,DC.DAC.NORL.CD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,DT.NFL.RDBC.CD,DT.NFL.RDBC.CD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,DT.ODA.ALLD.CD,DT.ODA.ALLD.CD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SP.POP.7579.FE.5Y,SP.POP.7579.FE.5Y,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,RL.PER.RNK.UPPER,RL.PER.RNK.UPPER,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SE.PRM.TCAQ.MA.ZS,SE.PRM.TCAQ.MA.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,AG.LND.IRIG.AG.ZS,AG.LND.IRIG.AG.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,IC.BRE.BI.P2,IC.BRE.BI.P2,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,GC.XPN.COMP.ZS,GC.XPN.COMP.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SH.STA.ODFC.ZS,SH.STA.ODFC.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SP.POP.80UP.FE.5Y,SP.POP.80UP.FE.5Y,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SI.POV.NAHC,SI.POV.NAHC,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SE.SEC.ENRL.TC.ZS,SE.SEC.ENRL.TC.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,EN.GHG.CO2.LU.MT.CE.AR5,EN.GHG.CO2.LU.MT.CE.AR5,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SE.PRM.CUAT.FE.ZS,SE.PRM.CUAT.FE.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,TX.VAL.TECH.CD,TX.VAL.TECH.CD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,NV.IND.TOTL.KN,NV.IND.TOTL.KN,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SL.TLF.INTM.ZS,SL.TLF.INTM.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,EN.GHG.N2O.WA.MT.CE.AR5,EN.GHG.N2O.WA.MT.CE.AR5,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SL.UEM.1524.NE.ZS,SL.UEM.1524.NE.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,GC.XPN.TOTL.GD.ZS,GC.XPN.TOTL.GD.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,HD_HCIP_HLTH_TO,HD_HCIP_HLTH_TO,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SH.H2O.BASW.RU.ZS,SH.H2O.BASW.RU.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SI.SPR.PC40,SI.SPR.PC40,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SL.TLF.0714.SW.FE.ZS,SL.TLF.0714.SW.FE.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SE.TER.CUAT.ST.MA.ZS,SE.TER.CUAT.ST.MA.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,EG.IMP.CONS.ZS,EG.IMP.CONS.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,NE.IMP.GNFS.CD,NE.IMP.GNFS.CD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SE.SEC.PROG.MA.ZS,SE.SEC.PROG.MA.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SE.SEC.ENRR,SE.SEC.ENRR,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,ST.INT.TRNX.CD,ST.INT.TRNX.CD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,DC.DAC.POLL.CD,DC.DAC.POLL.CD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SH.STA.OWGH.ME.ZS,SH.STA.OWGH.ME.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SH.DYN.1519,SH.DYN.1519,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,FM.AST.PRVT.ZG.M3,FM.AST.PRVT.ZG.M3,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SL.EMP.1524.SP.FE.NE.ZS,SL.EMP.1524.SP.FE.NE.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SE.XPD.SECO.ZS,SE.XPD.SECO.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SH.XPD.EHEX.PC.CD,SH.XPD.EHEX.PC.CD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,DT.TDS.MLAT.CD,DT.TDS.MLAT.CD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SH.STA.STNT.ME.FE.ZS,SH.STA.STNT.ME.FE.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SE.PRM.NENR.MA,SE.PRM.NENR.MA,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SL.EMP.SELF.MA.ZS,SL.EMP.SELF.MA.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SH.STA.SUIC.FE.P5,SH.STA.SUIC.FE.P5,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,ER.LND.PTLD.ZS,ER.LND.PTLD.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SH.STA.ARIC.ZS,SH.STA.ARIC.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,IC.BRE.IT.P1,IC.BRE.IT.P1,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,per_si_allsi.cov_q3_tot,per_si_allsi.cov_q3_tot,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,FR.INR.DPST,FR.INR.DPST,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SH.XPD.PVTD.PC.CD,SH.XPD.PVTD.PC.CD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SL.EMP.TOTL.SP.MA.NE.ZS,SL.EMP.TOTL.SP.MA.NE.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SL.EMP.1524.SP.FE.ZS,SL.EMP.1524.SP.FE.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,NY.GNP.PCAP.PP.KD,NY.GNP.PCAP.PP.KD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,TM.QTY.MRCH.XD.WD,TM.QTY.MRCH.XD.WD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,IP.IDS.NRCT,IP.IDS.NRCT,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,DT.NFL.MOTH.CD,DT.NFL.MOTH.CD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SP.POP.65UP.TO.ZS,SP.POP.65UP.TO.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,NY.ADJ.DPEM.CD,NY.ADJ.DPEM.CD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SE.SEC.UNER.LO.FE.ZS,SE.SEC.UNER.LO.FE.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SH.XPD.PVTD.CH.ZS,SH.XPD.PVTD.CH.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SE.TER.CUAT.ST.ZS,SE.TER.CUAT.ST.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,EG.ELC.PETR.ZS,EG.ELC.PETR.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SH.XPD.EHEX.PP.CD,SH.XPD.EHEX.PP.CD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,NY.GNS.ICTR.CD,NY.GNS.ICTR.CD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SL.TLF.ACTI.1524.NE.ZS,SL.TLF.ACTI.1524.NE.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,DC.DAC.ISLL.CD,DC.DAC.ISLL.CD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SP.POP.0004.MA.5Y,SP.POP.0004.MA.5Y,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SI.SPR.PCAP.ZG,SI.SPR.PCAP.ZG,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,AG.LND.ARBL.HA.PC,AG.LND.ARBL.HA.PC,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,FM.LBL.BMNY.IR.ZS,FM.LBL.BMNY.IR.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SL.TLF.CACT.NE.ZS,SL.TLF.CACT.NE.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,AG.LND.CREL.HA,AG.LND.CREL.HA,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,PV.NO.SRC,PV.NO.SRC,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SP.POP.65UP.MA.IN,SP.POP.65UP.MA.IN,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SP.POP.TOTL.FE.ZS,SP.POP.TOTL.FE.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,BX.GSR.TRAN.ZS,BX.GSR.TRAN.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SL.UEM.1524.MA.ZS,SL.UEM.1524.MA.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SG.DMK.ALLD.FN.ZS,SG.DMK.ALLD.FN.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,IC.BRE.TX.P1,IC.BRE.TX.P1,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,NE.GDI.TOTL.CD,NE.GDI.TOTL.CD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SP.DYN.LE00.IN,SP.DYN.LE00.IN,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SE.ADT.1524.LT.FE.ZS,SE.ADT.1524.LT.FE.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,NE.DAB.TOTL.KD,NE.DAB.TOTL.KD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,NV.IND.EMPL.KD,NV.IND.EMPL.KD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SM.POP.TOTL.ZS,SM.POP.TOTL.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,DC.DAC.LUXL.CD,DC.DAC.LUXL.CD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SE.PRM.NINT.FE.ZS,SE.PRM.NINT.FE.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SH.DTH.IMRT,SH.DTH.IMRT,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SP.POP.3034.MA.5Y,SP.POP.3034.MA.5Y,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SH.STA.STNT.MA.ZS,SH.STA.STNT.MA.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SL.UEM.TOTL.FE.ZS,SL.UEM.TOTL.FE.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,IC.BRE.IT.P3,IC.BRE.IT.P3,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,per_si_allsi.cov_pop_tot,per_si_allsi.cov_pop_tot,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,AG.PRD.FOOD.XD,AG.PRD.FOOD.XD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,ST.INT.TVLX.CD,ST.INT.TVLX.CD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,TX.VAL.MRCH.R6.ZS,TX.VAL.MRCH.R6.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,TM.VAL.MRCH.R2.ZS,TM.VAL.MRCH.R2.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,IQ.CPA.HRES.XQ,IQ.CPA.HRES.XQ,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,IC.TAX.GIFT.ZS,IC.TAX.GIFT.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,HD_HCIP_OVRL_FE,HD_HCIP_OVRL_FE,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,DT.DOD.MWBG.CD,DT.DOD.MWBG.CD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SE.PRM.REPT.ZS,SE.PRM.REPT.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,NY.ADJ.DKAP.GN.ZS,NY.ADJ.DKAP.GN.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SL.SRV.0714.FE.ZS,SL.SRV.0714.FE.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SL.FAM.0714.MA.ZS,SL.FAM.0714.MA.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,GC.REV.GOTR.ZS,GC.REV.GOTR.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,BM.GSR.GNFS.CD,BM.GSR.GNFS.CD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SH.HIV.INCD.TL.P3,SH.HIV.INCD.TL.P3,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,TM.VAL.MRCH.HI.ZS,TM.VAL.MRCH.HI.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,DT.NFL.MIDA.CD,DT.NFL.MIDA.CD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,GC.TAX.INTT.RV.ZS,GC.TAX.INTT.RV.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,NY.ADJ.NNTY.PC.KD,NY.ADJ.NNTY.PC.KD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,NE.CON.PRVT.PP.KD,NE.CON.PRVT.PP.KD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SI.DST.02ND.20,SI.DST.02ND.20,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,TM.VAL.MRCH.RS.ZS,TM.VAL.MRCH.RS.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,EN.URB.LCTY.UR.ZS,EN.URB.LCTY.UR.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,EN.POP.SLUM.UR.ZS,EN.POP.SLUM.UR.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,IP.TMK.RSCT,IP.TMK.RSCT,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,FX.OWN.TOTL.FE.ZS,FX.OWN.TOTL.FE.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,NY.ADJ.NNAT.CD,NY.ADJ.NNAT.CD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,TM.TAX.MRCH.BC.ZS,TM.TAX.MRCH.BC.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,IC.BRE.LB.P2,IC.BRE.LB.P2,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SL.SRV.EMPL.ZS,SL.SRV.EMPL.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,IC.FRM.FEMO.ZS,IC.FRM.FEMO.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,TM.UVI.MRCH.XD.WD,TM.UVI.MRCH.XD.WD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,TX.VAL.MRCH.R2.ZS,TX.VAL.MRCH.R2.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SP.POP.1564.TO,SP.POP.1564.TO,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SE.PRM.DURS,SE.PRM.DURS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SL.UEM.1524.FE.ZS,SL.UEM.1524.FE.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,ER.FSH.CAPT.MT,ER.FSH.CAPT.MT,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SE.PRM.UNER.FE.ZS,SE.PRM.UNER.FE.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,EG.USE.ELEC.KH.PC,EG.USE.ELEC.KH.PC,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SL.EMP.SMGT.FE.ZS,SL.EMP.SMGT.FE.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,IC.FRM.CRDC.FL.ZS,IC.FRM.CRDC.FL.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,GC.XPN.INTP.RV.ZS,GC.XPN.INTP.RV.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SH.STA.SMSS.ZS,SH.STA.SMSS.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SH.ALC.PCAP.LI,SH.ALC.PCAP.LI,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SE.PRM.TENR.MA,SE.PRM.TENR.MA,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,TM.TAX.MANF.BC.ZS,TM.TAX.MANF.BC.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SL.SLF.0714.FE.ZS,SL.SLF.0714.FE.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,EG.ELC.RNWX.ZS,EG.ELC.RNWX.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SH.STA.FGMS.ZS,SH.STA.FGMS.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SP.HOU.FEMA.ZS,SP.HOU.FEMA.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,BM.GSR.MRCH.CD,BM.GSR.MRCH.CD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,HD_HCIP_OTJL_FE,HD_HCIP_OTJL_FE,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SE.SEC.AGES,SE.SEC.AGES,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SH.STA.DIAB.ZS,SH.STA.DIAB.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,IP.IDS.RSCT,IP.IDS.RSCT,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SE.SEC.CMPT.LO.FE.ZS,SE.SEC.CMPT.LO.FE.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,DC.DAC.HUNL.CD,DC.DAC.HUNL.CD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,DT.NFL.PCBK.CD,DT.NFL.PCBK.CD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SH.TBS.DTEC.ZS,SH.TBS.DTEC.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SL.TLF.0714.SW.ZS,SL.TLF.0714.SW.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,IC.FRM.FEMM.ZS,IC.FRM.FEMM.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,NY.GDP.DEFL.ZS.AD,NY.GDP.DEFL.ZS.AD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,TX.VAL.MRCH.CD.WT,TX.VAL.MRCH.CD.WT,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,TM.VAL.MMTL.ZS.UN,TM.VAL.MMTL.ZS.UN,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,AG.LND.CROP.ZS,AG.LND.CROP.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SH.PRV.SMOK,SH.PRV.SMOK,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SH.SVR.WAST.MA.ZS,SH.SVR.WAST.MA.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,IE.PPN.TRAN.CD,IE.PPN.TRAN.CD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SL.TLF.CACT.FM.NE.ZS,SL.TLF.CACT.FM.NE.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SL.MNF.0714.FE.ZS,SL.MNF.0714.FE.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,DT.DOD.DECT.CD,DT.DOD.DECT.CD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,TM.VAL.ICTG.ZS.UN,TM.VAL.ICTG.ZS.UN,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,DT.DOD.PVLX.CD,DT.DOD.PVLX.CD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,GC.TAX.GSRV.RV.ZS,GC.TAX.GSRV.RV.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,NY.ADJ.SVNG.CD,NY.ADJ.SVNG.CD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,EN.GHG.CO2.LU.FL.MT.CE.AR5,EN.GHG.CO2.LU.FL.MT.CE.AR5,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SL.TLF.0714.ZS,SL.TLF.0714.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,DT.DOD.DSTC.CD,DT.DOD.DSTC.CD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SE.LPV.PRIM,SE.LPV.PRIM,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,DT.NFL.UNID.CD,DT.NFL.UNID.CD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,DT.NFL.OFFT.CD,DT.NFL.OFFT.CD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,IC.BRE.BL.P2,IC.BRE.BL.P2,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,per_sa_allsa.cov_q2_tot,per_sa_allsa.cov_q2_tot,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SL.EMP.TOTL.SP.FE.NE.ZS,SL.EMP.TOTL.SP.FE.NE.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,EN.FSH.THRD.NO,EN.FSH.THRD.NO,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,NE.CON.GOVT.KD.ZG,NE.CON.GOVT.KD.ZG,,long (each row is country-year-indicator),Actual indicator codes
