source,file,indicator_code,indicator_name,unit,data_format,notes
UNU-WIDER,UNUWIDERGRD_2025_General - LCU,Taxes_on_Goods_and_Services_ow_Excises,Taxes_on_Goods_and_Services_ow_Excises,,wide,Sheet type: UNUWIDERGRD_2025_General::LCU
UNU-WIDER,UNUWIDERGRD_2025_General - LCU,Taxes_on_International_Trade_Total,Taxes_on_International_Trade_Total,,wide,Sheet type: UNUWIDERGRD_2025_General::LCU
UNU-WIDER,UNUWIDERGRD_2025_General - LCU,Taxes_on_International_Trade_ow_Import,Taxes_on_International_Trade_ow_Import,,wide,Sheet type: UNUWIDERGRD_2025_General::LCU
UNU-WIDER,UNUWIDERGRD_2025_General - LCU,Taxes_on_International_Trade_ow_Export,Taxes_on_International_Trade_ow_Export,,wide,Sheet type: UNUWIDERGRD_2025_General::LCU
UNU-WIDER,UNUWIDERGRD_2025_General - LCU,Other_Taxes_Unnamed_52_level_1,Other_Taxes_Unnamed_52_level_1,,wide,Sheet type: UNUWIDERGRD_2025_General::LCU
UNU-WIDER,UNUWIDERGRD_2025_General - LCU,NonTax_Revenue_Total,NonTax_Revenue_Total,,wide,Sheet type: UNUWIDERGRD_2025_General::LCU
UNU-WIDER,UNUWIDERGRD_2025_General - LCU,NonTax_Revenue_Resource_Component,NonTax_Revenue_Resource_Component,,wide,Sheet type: UNUWIDERGRD_2025_General::LCU
UNU-WIDER,UNUWIDERGRD_2025_General - LCU,NonTax_Revenue_NonResource_Component,NonTax_Revenue_NonResource_Component,,wide,Sheet type: UNUWIDERGRD_2025_General::LCU
UNU-WIDER,UNUWIDERGRD_2025_General - LCU,Social_Contributions_Unnamed_56_level_1,Social_Contributions_Unnamed_56_level_1,,wide,Sheet type: UNUWIDERGRD_2025_General::LCU
UNU-WIDER,UNUWIDERGRD_2025_General - LCU,Grants_Unnamed_57_level_1,Grants_Unnamed_57_level_1,,wide,Sheet type: UNUWIDERGRD_2025_General::LCU
UNU-WIDER,UNUWIDERGRD_2025_General - LCU,General_Notes_Unnamed_58_level_1,General_Notes_Unnamed_58_level_1,,wide,Sheet type: UNUWIDERGRD_2025_General::LCU
UNU-WIDER,UNUWIDERGRD_2025_General - LCU,Caution1_Accuracy_Quality_or_Comparability_of_data_is_questionable_Unnamed_59_level_1,Caution1_Accuracy_Quality_or_Comparability_of_data_is_questionable_Unnamed_59_level_1,,wide,Sheet type: UNUWIDERGRD_2025_General::LCU
UNU-WIDER,UNUWIDERGRD_2025_General - LCU,Caution_1_Notes_Unnamed_60_level_1,Caution_1_Notes_Unnamed_60_level_1,,wide,Sheet type: UNUWIDERGRD_2025_General::LCU
UNU-WIDER,UNUWIDERGRD_2025_General - LCU,Caution3_Unexcluded_Resource_Revenue_are_Marginal_but_NonNegligible_Unnamed_62_level_1,Caution3_Unexcluded_Resource_Revenue_are_Marginal_but_NonNegligible_Unnamed_62_level_1,,wide,Sheet type: UNUWIDERGRD_2025_General::LCU
UNU-WIDER,UNUWIDERGRD_2025_General - LCU,Resource_Revenue_Notes_Unnamed_63_level_1,Resource_Revenue_Notes_Unnamed_63_level_1,,wide,Sheet type: UNUWIDERGRD_2025_General::LCU
UNU-WIDER,UNUWIDERGRD_2025_General - LCU,Social_contributions_notes_Unnamed_65_level_1,Social_contributions_notes_Unnamed_65_level_1,,wide,Sheet type: UNUWIDERGRD_2025_General::LCU
UNU-WIDER,UNUWIDERGRD_2025_General - LCU,Social_contributions_notes_Unnamed_66_level_1,Social_contributions_notes_Unnamed_66_level_1,,wide,Sheet type: UNUWIDERGRD_2025_General::LCU
UNU-WIDER,UNUWIDERGRD_2025_General - LCU,Social_contributions_notes_Unnamed_73_level_1,Social_contributions_notes_Unnamed_73_level_1,,wide,Sheet type: UNUWIDERGRD_2025_General::LCU
UNU-WIDER,UNUWIDERGRD_2025_General - PCTGDP,Database_source_Unnamed_0_level_1,Database_source_Unnamed_0_level_1,,wide,Sheet type: UNUWIDERGRD_2025_General::PCTGDP
UNU-WIDER,UNUWIDERGRD_2025_General - PCTGDP,Government_Unnamed_1_level_1,Government_Unnamed_1_level_1,,wide,Sheet type: UNUWIDERGRD_2025_General::PCTGDP
UNU-WIDER,UNUWIDERGRD_2025_General - PCTGDP,datastatuscode_Unnamed_2_level_1,datastatuscode_Unnamed_2_level_1,,wide,Sheet type: UNUWIDERGRD_2025_General::PCTGDP
UNU-WIDER,UNUWIDERGRD_2025_General - PCTGDP,Data_status_Unnamed_7_level_1,Data_status_Unnamed_7_level_1,,wide,Sheet type: UNUWIDERGRD_2025_General::PCTGDP
UNU-WIDER,UNUWIDERGRD_2025_General - PCTGDP,currency_Unnamed_13_level_1,currency_Unnamed_13_level_1,,wide,Sheet type: UNUWIDERGRD_2025_General::PCTGDP
UNU-WIDER,UNUWIDERGRD_2025_General - PCTGDP,GDP_lcu_mn_Unnamed_14_level_1,GDP_lcu_mn_Unnamed_14_level_1,,wide,Sheet type: UNUWIDERGRD_2025_General::PCTGDP
UNU-WIDER,UNUWIDERGRD_2025_General - PCTGDP,Common_GDP_Series_Unnamed_15_level_1,Common_GDP_Series_Unnamed_15_level_1,,wide,Sheet type: UNUWIDERGRD_2025_General::PCTGDP
UNU-WIDER,UNUWIDERGRD_2025_General - PCTGDP,Flag_1_if_substitute_GDP_0_if_leave_alone_Unnamed_16_level_1,Flag_1_if_substitute_GDP_0_if_leave_alone_Unnamed_16_level_1,,wide,Sheet type: UNUWIDERGRD_2025_General::PCTGDP
UNU-WIDER,UNUWIDERGRD_2025_General - PCTGDP,Revenue_Data_Scalar_Unnamed_17_level_1,Revenue_Data_Scalar_Unnamed_17_level_1,,wide,Sheet type: UNUWIDERGRD_2025_General::PCTGDP
UNU-WIDER,UNUWIDERGRD_2025_General - PCTGDP,Total_Revenue_Excluding_Grants,Total_Revenue_Excluding_Grants,,wide,Sheet type: UNUWIDERGRD_2025_General::PCTGDP
UNU-WIDER,UNUWIDERGRD_2025_General - PCTGDP,Total_Revenue_Excluding_Grants1,Total_Revenue_Excluding_Grants1,,wide,Sheet type: UNUWIDERGRD_2025_General::PCTGDP
UNU-WIDER,UNUWIDERGRD_2025_General - PCTGDP,Total_Resource_Revenue_Unnamed_22_level_1,Total_Resource_Revenue_Unnamed_22_level_1,,wide,Sheet type: UNUWIDERGRD_2025_General::PCTGDP
UNU-WIDER,UNUWIDERGRD_2025_General - PCTGDP,Taxes_Excluding_SC,Taxes_Excluding_SC,,wide,Sheet type: UNUWIDERGRD_2025_General::PCTGDP
UNU-WIDER,UNUWIDERGRD_2025_General - PCTGDP,Resource_Taxes_Unnamed_26_level_1,Resource_Taxes_Unnamed_26_level_1,,wide,Sheet type: UNUWIDERGRD_2025_General::PCTGDP
UNU-WIDER,UNUWIDERGRD_2025_General - PCTGDP,NonResource_Tax_Excluding_SC,NonResource_Tax_Excluding_SC,,wide,Sheet type: UNUWIDERGRD_2025_General::PCTGDP
UNU-WIDER,UNUWIDERGRD_2025_General - PCTGDP,Direct_Taxes_Excluding_SC,Direct_Taxes_Excluding_SC,,wide,Sheet type: UNUWIDERGRD_2025_General::PCTGDP
UNU-WIDER,UNUWIDERGRD_2025_General - PCTGDP,Direct_Taxes_Excluding_SC1,Direct_Taxes_Excluding_SC1,,wide,Sheet type: UNUWIDERGRD_2025_General::PCTGDP
UNU-WIDER,UNUWIDERGRD_2025_General - PCTGDP,Taxes_on_Payroll_Workforce_Unnamed_40_level_1,Taxes_on_Payroll_Workforce_Unnamed_40_level_1,,wide,Sheet type: UNUWIDERGRD_2025_General::PCTGDP
UNU-WIDER,UNUWIDERGRD_2025_General - PCTGDP,Property_Taxes_Unnamed_41_level_1,Property_Taxes_Unnamed_41_level_1,,wide,Sheet type: UNUWIDERGRD_2025_General::PCTGDP
UNU-WIDER,UNUWIDERGRD_2025_General - PCTGDP,Indirect_Taxes_Total,Indirect_Taxes_Total,,wide,Sheet type: UNUWIDERGRD_2025_General::PCTGDP
UNU-WIDER,UNUWIDERGRD_2025_General - PCTGDP,Indirect_Taxes_Resource_Component,Indirect_Taxes_Resource_Component,,wide,Sheet type: UNUWIDERGRD_2025_General::PCTGDP
UNU-WIDER,UNUWIDERGRD_2025_General - PCTGDP,Indirect_Taxes_NonResource_Component,Indirect_Taxes_NonResource_Component,,wide,Sheet type: UNUWIDERGRD_2025_General::PCTGDP
UNU-WIDER,UNUWIDERGRD_2025_General - PCTGDP,Taxes_on_Goods_and_Services_Total,Taxes_on_Goods_and_Services_Total,,wide,Sheet type: UNUWIDERGRD_2025_General::PCTGDP
UNU-WIDER,UNUWIDERGRD_2025_General - PCTGDP,Taxes_on_Goods_and_Services_ow_General_Sales_VAT_Turnover_TFCT,Taxes_on_Goods_and_Services_ow_General_Sales_VAT_Turnover_TFCT,,wide,Sheet type: UNUWIDERGRD_2025_General::PCTGDP
UNU-WIDER,UNUWIDERGRD_2025_General - PCTGDP,Taxes_on_Goods_and_Services_VAT,Taxes_on_Goods_and_Services_VAT,,wide,Sheet type: UNUWIDERGRD_2025_General::PCTGDP
UNU-WIDER,UNUWIDERGRD_2025_General - PCTGDP,Taxes_on_Goods_and_Services_ow_Excises,Taxes_on_Goods_and_Services_ow_Excises,,wide,Sheet type: UNUWIDERGRD_2025_General::PCTGDP
UNU-WIDER,UNUWIDERGRD_2025_General - PCTGDP,Taxes_on_International_Trade_Total,Taxes_on_International_Trade_Total,,wide,Sheet type: UNUWIDERGRD_2025_General::PCTGDP
UNU-WIDER,UNUWIDERGRD_2025_General - PCTGDP,Taxes_on_International_Trade_ow_Import,Taxes_on_International_Trade_ow_Import,,wide,Sheet type: UNUWIDERGRD_2025_General::PCTGDP
UNU-WIDER,UNUWIDERGRD_2025_General - PCTGDP,Taxes_on_International_Trade_ow_Export,Taxes_on_International_Trade_ow_Export,,wide,Sheet type: UNUWIDERGRD_2025_General::PCTGDP
UNU-WIDER,UNUWIDERGRD_2025_General - PCTGDP,Other_Taxes_Unnamed_52_level_1,Other_Taxes_Unnamed_52_level_1,,wide,Sheet type: UNUWIDERGRD_2025_General::PCTGDP
UNU-WIDER,UNUWIDERGRD_2025_General - PCTGDP,NonTax_Revenue_Total,NonTax_Revenue_Total,,wide,Sheet type: UNUWIDERGRD_2025_General::PCTGDP
UNU-WIDER,UNUWIDERGRD_2025_General - PCTGDP,NonTax_Revenue_Resource_Component,NonTax_Revenue_Resource_Component,,wide,Sheet type: UNUWIDERGRD_2025_General::PCTGDP
UNU-WIDER,UNUWIDERGRD_2025_General - PCTGDP,NonTax_Revenue_NonResource_Component,NonTax_Revenue_NonResource_Component,,wide,Sheet type: UNUWIDERGRD_2025_General::PCTGDP
UNU-WIDER,UNUWIDERGRD_2025_General - PCTGDP,Social_Contributions_Unnamed_56_level_1,Social_Contributions_Unnamed_56_level_1,,wide,Sheet type: UNUWIDERGRD_2025_General::PCTGDP
UNU-WIDER,UNUWIDERGRD_2025_General - PCTGDP,Grants_Unnamed_57_level_1,Grants_Unnamed_57_level_1,,wide,Sheet type: UNUWIDERGRD_2025_General::PCTGDP
UNU-WIDER,UNUWIDERGRD_2025_General - PCTGDP,General_Notes_Unnamed_58_level_1,General_Notes_Unnamed_58_level_1,,wide,Sheet type: UNUWIDERGRD_2025_General::PCTGDP
UNU-WIDER,UNUWIDERGRD_2025_General - PCTGDP,Caution1_Accuracy_Quality_or_Comparability_of_data_is_questionable_Unnamed_59_level_1,Caution1_Accuracy_Quality_or_Comparability_of_data_is_questionable_Unnamed_59_level_1,,wide,Sheet type: UNUWIDERGRD_2025_General::PCTGDP
UNU-WIDER,UNUWIDERGRD_2025_General - PCTGDP,Caution_1_Notes_Unnamed_60_level_1,Caution_1_Notes_Unnamed_60_level_1,,wide,Sheet type: UNUWIDERGRD_2025_General::PCTGDP
UNU-WIDER,UNUWIDERGRD_2025_General - PCTGDP,Caution3_Unexcluded_Resource_Revenue_are_Marginal_but_NonNegligible_Unnamed_62_level_1,Caution3_Unexcluded_Resource_Revenue_are_Marginal_but_NonNegligible_Unnamed_62_level_1,,wide,Sheet type: UNUWIDERGRD_2025_General::PCTGDP
UNU-WIDER,UNUWIDERGRD_2025_General - PCTGDP,Resource_Revenue_Notes_Unnamed_63_level_1,Resource_Revenue_Notes_Unnamed_63_level_1,,wide,Sheet type: UNUWIDERGRD_2025_General::PCTGDP
UNU-WIDER,UNUWIDERGRD_2025_General - PCTGDP,Social_contributions_notes_Unnamed_65_level_1,Social_contributions_notes_Unnamed_65_level_1,,wide,Sheet type: UNUWIDERGRD_2025_General::PCTGDP
UNU-WIDER,UNUWIDERGRD_2025_General - PCTGDP,Social_contributions_notes_Unnamed_66_level_1,Social_contributions_notes_Unnamed_66_level_1,,wide,Sheet type: UNUWIDERGRD_2025_General::PCTGDP
UNU-WIDER,UNUWIDERGRD_2025_General - PCTGDP,Social_contributions_notes_Unnamed_73_level_1,Social_contributions_notes_Unnamed_73_level_1,,wide,Sheet type: UNUWIDERGRD_2025_General::PCTGDP
UNU-WIDER,UNUWIDERGRD_2025_General - GDP,GDP_lcu_mn_IMF_WEO_Unnamed_3_level_1,GDP_lcu_mn_IMF_WEO_Unnamed_3_level_1,,wide,Sheet type: UNUWIDERGRD_2025_General::GDP
WDI,WDICountry.csv,Table Name,Table Name,,wide,
WDI,WDICountry.csv,Long Name,Long Name,,wide,
WDI,WDICountry.csv,2-alpha code,2-alpha code,,wide,
WDI,WDICountry.csv,Currency Unit,Currency Unit,,wide,
WDI,WDICountry.csv,Special Notes,Special Notes,,wide,
WDI,WDICountry.csv,Region,Region,,wide,
WDI,WDICountry.csv,Income Group,Income Group,,wide,
WDI,WDICountry.csv,WB-2 code,WB-2 code,,wide,
WDI,WDICountry.csv,National accounts base year,National accounts base year,,wide,
WDI,WDICountry.csv,National accounts reference year,National accounts reference year,,wide,
WDI,WDICountry.csv,SNA price valuation,SNA price valuation,,wide,
WDI,WDICountry.csv,Lending category,Lending category,,wide,
WDI,WDICountry.csv,Other groups,Other groups,,wide,
WDI,WDICountry.csv,System of National Accounts,System of National Accounts,,wide,
WDI,WDICountry.csv,Alternative conversion factor,Alternative conversion factor,,wide,
WDI,WDICountry.csv,PPP survey year,PPP survey year,,wide,
WDI,WDICountry.csv,Balance of Payments Manual in use,Balance of Payments Manual in use,,wide,
WDI,WDICountry.csv,External debt Reporting status,External debt Reporting status,,wide,
WDI,WDICountry.csv,System of trade,System of trade,,wide,
WDI,WDICountry.csv,Government Accounting concept,Government Accounting concept,,wide,
WDI,WDICountry.csv,IMF data dissemination standard,IMF data dissemination standard,,wide,
WDI,WDICountry.csv,Latest population census,Latest population census,,wide,
WDI,WDICountry.csv,Latest household survey,Latest household survey,,wide,
WDI,WDICountry.csv,Source of most recent Income and expenditure data,Source of most recent Income and expenditure data,,wide,
WDI,WDICountry.csv,Vital registration complete,Vital registration complete,,wide,
WDI,WDICountry.csv,Latest agricultural census,Latest agricultural census,,wide,
WDI,WDICountry.csv,Latest industrial data,Latest industrial data,,wide,
WDI,WDICountry.csv,Latest trade data,Latest trade data,,wide,
WDI,WDICountry.csv,Latest water withdrawal data,Latest water withdrawal data,,wide,
WDI,WDICSV.csv,year_1960,Value in 1960,,wide (years as columns),"Indicator is actually time dimension, but treated as indicator for inventory"
WDI,WDICSV.csv,year_1961,Value in 1961,,wide (years as columns),"Indicator is actually time dimension, but treated as indicator for inventory"
WDI,WDICSV.csv,year_1962,Value in 1962,,wide (years as columns),"Indicator is actually time dimension, but treated as indicator for inventory"
WDI,WDICSV.csv,year_1963,Value in 1963,,wide (years as columns),"Indicator is actually time dimension, but treated as indicator for inventory"
WDI,WDICSV.csv,year_1964,Value in 1964,,wide (years as columns),"Indicator is actually time dimension, but treated as indicator for inventory"
WDI,WDICSV.csv,year_1965,Value in 1965,,wide (years as columns),"Indicator is actually time dimension, but treated as indicator for inventory"
WDI,WDICSV.csv,year_1966,Value in 1966,,wide (years as columns),"Indicator is actually time dimension, but treated as indicator for inventory"
WDI,WDICSV.csv,year_1967,Value in 1967,,wide (years as columns),"Indicator is actually time dimension, but treated as indicator for inventory"
WDI,WDICSV.csv,year_1968,Value in 1968,,wide (years as columns),"Indicator is actually time dimension, but treated as indicator for inventory"
WDI,WDICSV.csv,year_1969,Value in 1969,,wide (years as columns),"Indicator is actually time dimension, but treated as indicator for inventory"
WDI,WDICSV.csv,year_1970,Value in 1970,,wide (years as columns),"Indicator is actually time dimension, but treated as indicator for inventory"
WDI,WDICSV.csv,year_1971,Value in 1971,,wide (years as columns),"Indicator is actually time dimension, but treated as indicator for inventory"
WDI,WDICSV.csv,year_1972,Value in 1972,,wide (years as columns),"Indicator is actually time dimension, but treated as indicator for inventory"
WDI,WDICSV.csv,year_1973,Value in 1973,,wide (years as columns),"Indicator is actually time dimension, but treated as indicator for inventory"
WDI,WDICSV.csv,year_1974,Value in 1974,,wide (years as columns),"Indicator is actually time dimension, but treated as indicator for inventory"
WDI,WDICSV.csv,year_1975,Value in 1975,,wide (years as columns),"Indicator is actually time dimension, but treated as indicator for inventory"
WDI,WDICSV.csv,year_1976,Value in 1976,,wide (years as columns),"Indicator is actually time dimension, but treated as indicator for inventory"
WDI,WDICSV.csv,year_1977,Value in 1977,,wide (years as columns),"Indicator is actually time dimension, but treated as indicator for inventory"
WDI,WDICSV.csv,year_1978,Value in 1978,,wide (years as columns),"Indicator is actually time dimension, but treated as indicator for inventory"
WDI,WDICSV.csv,year_1979,Value in 1979,,wide (years as columns),"Indicator is actually time dimension, but treated as indicator for inventory"
WDI,WDICSV.csv,year_1980,Value in 1980,,wide (years as columns),"Indicator is actually time dimension, but treated as indicator for inventory"
WDI,WDICSV.csv,year_1981,Value in 1981,,wide (years as columns),"Indicator is actually time dimension, but treated as indicator for inventory"
WDI,WDICSV.csv,year_1982,Value in 1982,,wide (years as columns),"Indicator is actually time dimension, but treated as indicator for inventory"
WDI,WDICSV.csv,year_1983,Value in 1983,,wide (years as columns),"Indicator is actually time dimension, but treated as indicator for inventory"
WDI,WDICSV.csv,year_1984,Value in 1984,,wide (years as columns),"Indicator is actually time dimension, but treated as indicator for inventory"
WDI,WDICSV.csv,year_1985,Value in 1985,,wide (years as columns),"Indicator is actually time dimension, but treated as indicator for inventory"
WDI,WDICSV.csv,year_1986,Value in 1986,,wide (years as columns),"Indicator is actually time dimension, but treated as indicator for inventory"
WDI,WDICSV.csv,year_1987,Value in 1987,,wide (years as columns),"Indicator is actually time dimension, but treated as indicator for inventory"
WDI,WDICSV.csv,year_1988,Value in 1988,,wide (years as columns),"Indicator is actually time dimension, but treated as indicator for inventory"
WDI,WDICSV.csv,year_1989,Value in 1989,,wide (years as columns),"Indicator is actually time dimension, but treated as indicator for inventory"
WDI,WDICSV.csv,year_1990,Value in 1990,,wide (years as columns),"Indicator is actually time dimension, but treated as indicator for inventory"
WDI,WDICSV.csv,year_1991,Value in 1991,,wide (years as columns),"Indicator is actually time dimension, but treated as indicator for inventory"
WDI,WDICSV.csv,year_1992,Value in 1992,,wide (years as columns),"Indicator is actually time dimension, but treated as indicator for inventory"
WDI,WDICSV.csv,year_1993,Value in 1993,,wide (years as columns),"Indicator is actually time dimension, but treated as indicator for inventory"
WDI,WDICSV.csv,year_1994,Value in 1994,,wide (years as columns),"Indicator is actually time dimension, but treated as indicator for inventory"
WDI,WDICSV.csv,year_1995,Value in 1995,,wide (years as columns),"Indicator is actually time dimension, but treated as indicator for inventory"
WDI,WDICSV.csv,year_1996,Value in 1996,,wide (years as columns),"Indicator is actually time dimension, but treated as indicator for inventory"
WDI,WDICSV.csv,year_1997,Value in 1997,,wide (years as columns),"Indicator is actually time dimension, but treated as indicator for inventory"
WDI,WDICSV.csv,year_1998,Value in 1998,,wide (years as columns),"Indicator is actually time dimension, but treated as indicator for inventory"
WDI,WDICSV.csv,year_1999,Value in 1999,,wide (years as columns),"Indicator is actually time dimension, but treated as indicator for inventory"
WDI,WDICSV.csv,year_2000,Value in 2000,,wide (years as columns),"Indicator is actually time dimension, but treated as indicator for inventory"
WDI,WDICSV.csv,year_2001,Value in 2001,,wide (years as columns),"Indicator is actually time dimension, but treated as indicator for inventory"
WDI,WDICSV.csv,year_2002,Value in 2002,,wide (years as columns),"Indicator is actually time dimension, but treated as indicator for inventory"
WDI,WDICSV.csv,year_2003,Value in 2003,,wide (years as columns),"Indicator is actually time dimension, but treated as indicator for inventory"
WDI,WDICSV.csv,year_2004,Value in 2004,,wide (years as columns),"Indicator is actually time dimension, but treated as indicator for inventory"
WDI,WDICSV.csv,year_2005,Value in 2005,,wide (years as columns),"Indicator is actually time dimension, but treated as indicator for inventory"
WDI,WDICSV.csv,year_2006,Value in 2006,,wide (years as columns),"Indicator is actually time dimension, but treated as indicator for inventory"
WDI,WDICSV.csv,year_2007,Value in 2007,,wide (years as columns),"Indicator is actually time dimension, but treated as indicator for inventory"
WDI,WDICSV.csv,year_2008,Value in 2008,,wide (years as columns),"Indicator is actually time dimension, but treated as indicator for inventory"
WDI,WDICSV.csv,year_2009,Value in 2009,,wide (years as columns),"Indicator is actually time dimension, but treated as indicator for inventory"
WDI,WDICSV.csv,year_2010,Value in 2010,,wide (years as columns),"Indicator is actually time dimension, but treated as indicator for inventory"
WDI,WDICSV.csv,year_2011,Value in 2011,,wide (years as columns),"Indicator is actually time dimension, but treated as indicator for inventory"
WDI,WDICSV.csv,year_2012,Value in 2012,,wide (years as columns),"Indicator is actually time dimension, but treated as indicator for inventory"
WDI,WDICSV.csv,year_2013,Value in 2013,,wide (years as columns),"Indicator is actually time dimension, but treated as indicator for inventory"
WDI,WDICSV.csv,year_2014,Value in 2014,,wide (years as columns),"Indicator is actually time dimension, but treated as indicator for inventory"
WDI,WDICSV.csv,year_2015,Value in 2015,,wide (years as columns),"Indicator is actually time dimension, but treated as indicator for inventory"
WDI,WDICSV.csv,year_2016,Value in 2016,,wide (years as columns),"Indicator is actually time dimension, but treated as indicator for inventory"
WDI,WDICSV.csv,year_2017,Value in 2017,,wide (years as columns),"Indicator is actually time dimension, but treated as indicator for inventory"
WDI,WDICSV.csv,year_2018,Value in 2018,,wide (years as columns),"Indicator is actually time dimension, but treated as indicator for inventory"
WDI,WDICSV.csv,year_2019,Value in 2019,,wide (years as columns),"Indicator is actually time dimension, but treated as indicator for inventory"
WDI,WDICSV.csv,year_2020,Value in 2020,,wide (years as columns),"Indicator is actually time dimension, but treated as indicator for inventory"
WDI,WDICSV.csv,year_2021,Value in 2021,,wide (years as columns),"Indicator is actually time dimension, but treated as indicator for inventory"
WDI,WDICSV.csv,year_2022,Value in 2022,,wide (years as columns),"Indicator is actually time dimension, but treated as indicator for inventory"
WDI,WDICSV.csv,year_2023,Value in 2023,,wide (years as columns),"Indicator is actually time dimension, but treated as indicator for inventory"
WDI,WDICSV.csv,year_2024,Value in 2024,,wide (years as columns),"Indicator is actually time dimension, but treated as indicator for inventory"
WDI,WDICSV.csv,year_2025,Value in 2025,,wide (years as columns),"Indicator is actually time dimension, but treated as indicator for inventory"
WDI,WDICSV.csv,SP.POP.DPND.OL,SP.POP.DPND.OL,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,IC.BRE.TX.OS,IC.BRE.TX.OS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SE.COM.DURS,SE.COM.DURS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SH.CON.1524.FE.ZS,SH.CON.1524.FE.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,DT.DOD.DPPG.CD,DT.DOD.DPPG.CD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,NE.CON.TOTL.ZS,NE.CON.TOTL.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,EN.MAM.THRD.NO,EN.MAM.THRD.NO,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,DT.NFL.UNCF.CD,DT.NFL.UNCF.CD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SI.POV.GINI,SI.POV.GINI,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,DT.NFL.DPNG.CD,DT.NFL.DPNG.CD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SP.POP.TOTL.FE.IN,SP.POP.TOTL.FE.IN,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,GC.REV.XGRT.GD.ZS,GC.REV.XGRT.GD.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,TM.VAL.TRAN.ZS.WT,TM.VAL.TRAN.ZS.WT,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,EG.CFT.ACCS.ZS,EG.CFT.ACCS.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,NE.GDI.TOTL.ZS,NE.GDI.TOTL.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,NY.GDP.DEFL.KD.ZG.AD,NY.GDP.DEFL.KD.ZG.AD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,IQ.SPI.PIL2,IQ.SPI.PIL2,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,EN.GHG.TOT.ZG.AR5,EN.GHG.TOT.ZG.AR5,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SL.TLF.0714.WK.ZS,SL.TLF.0714.WK.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,per_sa_allsa.cov_q5_tot,per_sa_allsa.cov_q5_tot,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SI.POV.MPWB,SI.POV.MPWB,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,DC.DAC.JPNL.CD,DC.DAC.JPNL.CD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SH.XPD.OOPC.CH.ZS,SH.XPD.OOPC.CH.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SG.GEN.PARL.ZS,SG.GEN.PARL.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,ER.H2O.FWIN.ZS,ER.H2O.FWIN.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,NY.GDP.FRST.RT.ZS,NY.GDP.FRST.RT.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SH.STA.TRAF.P5,SH.STA.TRAF.P5,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SH.STA.BASS.UR.ZS,SH.STA.BASS.UR.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SP.M15.2024.FE.ZS,SP.M15.2024.FE.ZS,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,IC.BRE.BL.P1,IC.BRE.BL.P1,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,AG.YLD.CREL.KG,AG.YLD.CREL.KG,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,TM.VAL.SERV.CD.WT,TM.VAL.SERV.CD.WT,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,SH.STA.POIS.P5.FE,SH.STA.POIS.P5.FE,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,DC.DAC.CECL.CD,DC.DAC.CECL.CD,,long (each row is country-year-indicator),Actual indicator codes
WDI,WDICSV.csv,EN.GHG.N2O.PI.MT.CE.AR5,EN.GHG.N2O.PI.MT.CE.AR5,,long (each row is country-year-indicator),Actual indicator codes
